account_value
1000956.2245761402
1002124.8120318649
1003745.3055724581
1003358.2130951269
1006725.3598969395
1008902.8897183305
1010768.887579045
1007570.1845632347
1007935.204931738
1014621.7195330865
1017552.010993005
1017286.4449346112
1017272.5399025405
1015042.880123033
1018244.3906977872
1017555.9473662763
1013685.2685852625
1011922.3932390687
1014289.1881115893
1025617.2817071143
1026895.1511199067
1026089.3545999409
1019032.4162454308
1014678.0330349931
1014577.8312410715
1008654.9578196405
1005181.7634328319
1009668.6671231072
1000969.092013176
985311.5598149651
984118.7688124923
980870.8441716284
981093.4965695706
972142.638220486
977257.2263237681
977114.1958342532
975550.0561479443
958202.5722010772
962383.9101632984
963490.1454929778
960245.8008024185
965250.3576183848
972390.2134566526
974651.9255035585
975606.8776835909
982612.1936576085
994633.7625978236
998837.8871856945
995414.6563170174
995952.4593281932
1001533.0753628853
1005144.9946523347
1014419.8877410123
1011975.7445866767
1006407.5645081352
998275.7094956816
992929.4662092578
991519.7628885935
994669.1567399019
991098.2540325605
985767.3243540094
991965.1428751805
1000000.0
999280.8885468154
999573.5897862461
998176.9666508771
995838.5554942619
997035.1995517359
1003243.9797200453
1005421.3978433834
1006430.4462496361
1002659.4639614982
1008869.8052219066
1000891.980964412
1001376.6542775906
1000654.2226075481
1004772.132839469
1005567.4090487767
1009598.9636194127
1009400.3214908586
1012116.5529334776
1018053.2831942681
1013385.0793708665
1008979.9455591815
1010556.6145041247
1012507.4112172817
1010691.9489254358
1019954.2159945641
1011745.8483521187
1023112.2309086049
1025225.8940241851
1022362.0310890992
1027667.1989705792
1034334.5926191015
1038657.6851872561
1038872.2015458453
1039630.0838759013
1037574.1836142505
1044382.4163058898
1050363.409909543
1053172.4839301596
1052536.0690566578
1055290.031661894
1056066.6600545307
1041630.9516940858
1041415.4300988383
1037868.8084698691
1033450.9811408882
1045609.9908909411
1047428.8588029727
1042272.3492141337
1036938.176760576
1028198.3340457542
1026901.1036360341
1029573.4736346593
1031251.0723697847
1051825.5571494868
1053513.5918096825
1056201.4965109015
1058724.4737277504
1059615.3562470856
1067347.2280194599
1069578.014448435
1069241.949865917
1071410.2708036439
1000000.0
1000174.5940137507
1000042.6267038424
1000203.7924644197
999980.9729924147
999308.6264462846
999741.0347081728
996659.0828219873
997828.3151112539
1002256.0428699995
997760.8358554572
997188.8917888114
995132.9818701837
994881.4826698311
988466.6118222624
978674.809234978
978138.687504248
983216.9134669083
975086.905608672
984313.6007629945
983721.7757581616
983049.335585506
983516.2040026687
983425.4119222088
985335.4506718862
986311.6884558507
985395.0499931562
988368.665382258
987712.7733050255
989609.3066133381
991168.1646534733
992341.113011925
988929.8563949796
990906.1072296374
991514.4518448284
996115.86171024
990321.3358115121
990262.7886100254
994216.589416475
995174.3934063163
990252.5246944367
1000354.6493600615
1006308.3184948638
1009502.2128731196
1010820.3847686467
1008657.2392092511
1000217.9876328099
999339.1736162582
986797.3167384146
979104.4865918604
987183.3294223718
995647.6878714993
998238.6822234265
1009565.4777977435
1003832.2233214299
1001913.3021770242
997843.6434102387
988305.7745892224
990433.7675560993
992927.7907490768
1001318.1881138078
1008389.318231723
1012177.7427317282
1000000.0
999005.7791535308
997462.6034291617
997169.1973266882
1000451.4538237378
992748.0065887927
989112.9893413172
993745.2100575361
996687.1459412316
1001426.2103651981
999152.1146951721
1001945.3367421764
1007881.7982672534
1002801.5502421927
1005317.4533647974
995897.730039458
1002487.4789208907
1005905.8705698518
1008567.5021100199
1003875.8937373478
999308.002030207
997597.7807593697
989883.0723503572
997038.5571103853
996509.0052378023
998997.9021650685
1009311.9122219703
1011515.085270367
1002461.7974780374
990301.8796716047
992398.8672606607
994257.8928964031
987683.8363653187
999864.3750570986
1000586.9000151943
1002848.8344536959
1004943.9753008534
999697.5653335183
1002958.0892373432
1005819.8288849617
1007971.5964038172
1007443.9936100072
1010014.3964127193
1014692.0254099289
1020974.3535181676
1019907.8204571458
1017991.5377529432
1016973.5466197935
1016973.5466197935
1016973.5466197935
1016980.4738105979
1017191.4650358265
1019057.6510032101
1020149.3178480519
1020425.2247949864
1021014.5310650594
1018257.5326655486
1020007.5266600774
1019417.006689372
1019894.2302675053
1018478.9549831157
1024299.3622692009
1025200.8588137873
1000000.0
999110.4140089063
997353.8698773356
998721.3897299252
996510.9641124735
997923.191507459
1000786.1928797737
998666.3769723022
1001580.3012442035
995055.8482667406
1004001.056383345
1005130.8828249701
1013034.7492977636
1010204.8442093151
1007158.6246108176
999040.7662496108
997575.1708603108
993567.0686730054
1003085.595402177
983593.852872304
976057.9965038438
984769.0701589019
979770.4112132529
975694.2461736391
972644.3178914053
