datadate,turbulence
20160322,57.204772261555476
20160323,50.48666906554726
20160324,46.416737027136485
20160328,45.79017745558293
20160329,52.672737219909436
20160330,48.9357277321747
20160331,50.71100190056489
20160401,55.60301732904172
20160404,51.68252481221657
20160405,47.14814959944569
20160406,47.835258783210534
20160407,51.55100749036982
20160408,49.674381545060264
20160411,46.54662923756811
20160412,44.40870630066917
20160413,42.3400563986994
20160414,41.53037042980434
20160415,42.39169468166545
20160418,39.089119201709636
20160419,37.88386536108405
20160420,55.55322876839605
20160421,69.70392198671308
20160422,69.8704337111216
20160425,70.14784223256024
20160426,70.62744488248305
20160427,66.07485410696151
20160428,59.342695576586976
20160429,54.833610923194506
20160502,61.45009907483943
20160503,59.32180970769933
20160504,63.310148420867485
20160505,55.69462210972802
20160506,56.761446440002146
20160509,61.652919373445876
20160510,59.79184190527517
20160511,63.08345565988077
20160512,59.39120913217363
20160513,91.19085126916087
20160516,85.36352875497872
20160517,104.83926066362204
20160518,125.30157758019976
20160519,135.59829038791582
20160520,146.1309181183591
20160523,120.7665071094423
20160524,108.09274391542463
20160525,101.57491574241106
20160526,95.44531525120112
20160527,92.11158649539328
20160531,106.32687825594289
20160601,95.51071577400225
20160602,94.10484722530512
20160603,79.57486456278804
20160606,81.3724888779113
20160607,70.22750702871056
20160608,70.15506032812958
20160609,73.03655535565983
20160610,64.52479729339274
20160613,65.73751840334975
20160614,78.60623061296299
20160615,68.30815292559329
20160616,65.39564270537501
20160617,56.4253108710677
20160620,54.415864112653715
20160621,50.02694315176487
20160622,52.02709772101541
20160623,57.02045960814358
20160624,56.94059091117121
20160627,78.13889642061835
20160628,63.03064982743899
20160629,63.48265328456625
20160630,59.335172991815156
20160701,61.169475596762084
20160705,69.31347665275241
20160706,66.68124153436324
20160707,56.64675836821787
20160708,54.90408905210886
20160711,57.35395573909504
20160712,58.20497787921376
20160713,57.05037242942616
20160714,64.43630287593663
20160715,53.65087791001869
20160718,58.140600378061656
20160719,61.616044059915104
20160720,67.49310320721465
20160721,69.45747978241536
20160722,83.26326576663192
20160725,85.34109525635338
20160726,85.16096542817479
20160727,94.51720900712962
20160728,75.0518580923508
20160729,73.16133982699367
20160801,82.5045010515274
20160802,71.35443449304714
20160803,59.830359283938485
20160804,59.73041301974743
20160805,72.47643984848773
20160808,64.32207247997098
20160809,59.57842296639121
20160810,56.489393975165335
20160811,62.80160405950914
20160812,78.31765191691025
20160815,74.76509053658589
20160816,80.90596986757063
20160817,66.00257436813244
20160818,69.2102165350864
20160819,69.74620822999266
20160822,68.0073050973947
20160823,62.897192637519225
20160824,58.22820418745903
20160825,56.51535869014491
20160826,54.7905563890915
20160829,52.05250408154904
20160830,49.31147671869411
20160831,49.06380256664029
20160901,55.510330936350556
20160902,48.85125081263895
20160906,51.477032240568704
20160907,47.890090054002584
20160908,50.35849019314978
20160909,41.413606519511035
20160912,44.22787985478484
20160913,47.07632939623221
20160914,41.221753864662446
20160915,47.50652687497825
20160916,48.947090790325106
20160919,49.207841557341666
20160920,47.693718004986195
20160921,43.87721345259462
20160922,44.177065318747225
20160923,42.55719062287947
20160926,46.13699963048981
20160927,45.777830040516605
20160928,45.32900074883821
20160929,50.00892305908198
20160930,56.671163449901336
20161003,49.31746431620091
20161004,50.968191288157385
20161005,53.38518382313309
20161006,53.82740304633977
20161007,85.3755173867987
20161010,85.17157148604099
20161011,73.50796438326752
20161012,59.21014444085939
20161013,50.75072335518242
20161014,44.93948154227152
20161017,43.4014221017342
20161018,74.58073366229613
20161019,80.25058275008298
20161020,83.78758979675615
20161021,101.33189209888545
20161024,108.23793372110077
20161025,127.15889477152066
20161026,124.33145405748459
20161027,98.4125000062007
20161028,137.92280816169824
20161031,133.1210173879265
20161101,111.5324349706251
20161102,102.74301316791981
20161103,92.88329933780412
20161104,84.95797905753628
20161107,91.73640286071318
20161108,75.84223949167614
20161109,96.77423350140117
20161110,126.10537022669916
20161111,278.25620757235765
20161114,237.9999868653571
20161115,194.12723026833518
20161116,198.18220819769834
20161117,181.8530830442935
20161118,162.03472004074027
20161121,130.0412609027572
20161122,128.86451852555027
20161123,129.58439562363026
20161125,107.33370294690657
20161128,103.68479118770333
20161129,101.37028799442531
20161130,103.96839292442304
20161201,122.39981374810353
20161202,104.90852640225938
20161205,91.31655897299271
20161206,92.14750706506173
20161207,97.9217698045758
20161208,94.81386013070126
20161209,86.0723377022164
20161212,75.40272795045107
20161213,76.2106378148293
20161214,75.51559442164387
20161215,74.74157263116695
20161216,74.34791325094226
20161219,72.35345435009006
20161220,80.6414158133384
20161221,77.12510239991201
20161222,76.24234644522384
20161223,80.95805209653267
20161227,102.03013184468074
20161228,64.95769034283084
20161229,71.37006797451909
20161230,60.828629133713136
20170103,57.81218324862496
20170104,57.6173131539763
20170105,48.170145077317855
20170106,54.7527660100977
20170109,55.73827500507236
20170110,53.51785108931381
20170111,42.439213182627725
20170112,41.864553917423706
20170113,41.00753221927465
20170117,40.32535294387923
20170118,40.196206268988675
20170119,42.571152666100616
20170120,49.22974438334304
20170123,46.937023894228034
20170124,64.53100213816555
20170125,64.98020873003468
20170126,93.75651582651382
20170127,90.91245575762845
20170130,82.57664568955245
20170131,78.71412068554957
20170201,93.86650969028608
20170202,84.86204258477062
20170203,77.18873472685353
20170206,87.45899186591222
20170207,95.53169829348221
20170208,81.2120390256263
20170209,59.138123374116546
20170210,56.445819406498316
20170213,53.15086963210406
20170214,50.55269940936469
20170215,67.62454774174194
20170216,62.42639115699322
20170217,73.14992278898016
20170221,70.11423743679588
20170222,65.46391597567914
20170223,60.11025812539408
20170224,56.9476273463803
20170227,48.04206130274328
20170228,51.26127750228702
20170301,67.78572050846762
20170302,57.376680244168256
20170303,56.646978485753834
20170306,51.036934824511484
20170307,48.04769336553297
20170308,48.0050065697271
20170309,47.97100183573241
20170310,43.48189587588885
20170313,44.375576190925436
20170314,46.195974629583475
20170315,44.901893969472596
20170316,44.160069120523644
20170317,45.13450437342958
20170320,48.09083388344368
20170321,37.10557478938291
20170322,39.081811880700315
20170323,40.72950720525091
20170324,41.690794914348785
20170327,46.66636680573757
20170328,40.26318970844789
20170329,37.330660551723795
20170330,37.98161277971153
20170331,40.05945743069968
20170403,33.7961439115555
20170404,30.122714310640326
20170405,32.40692097518877
20170406,31.750755618615546
20170407,34.83995980318562
20170410,40.09904333912732
20170411,41.492687015024615
20170412,34.76070415840178
20170413,35.5224477086019
20170417,36.811344772557696
20170418,53.5657676896764
20170419,50.65706459289733
20170420,62.90155711435426
20170421,57.56922262991491
20170424,57.2688233386169
20170425,95.79004913066582
20170426,83.20830155349553
20170427,78.69333250083235
20170428,76.3260331641117
20170501,80.23198392001105
20170502,80.78814526358951
20170503,78.43051262100279
20170504,80.28862899538137
20170505,72.78727132891406
20170508,70.71795340876483
20170509,74.0075403423883
20170510,93.46171008297117
20170511,102.19848068405776
20170512,100.94924761239565
20170515,132.5195272575573
20170516,135.0083751790783
20170517,89.99551596202018
20170518,106.41907069231263
20170519,105.99420616797916
20170522,96.29571748138628
20170523,84.37583697693414
20170524,92.17220425321008
20170525,86.59802108432643
20170526,87.11861478625386
20170530,89.89319373061741
20170531,90.78159561344383
20170601,80.02872185812056
20170602,83.15513707638826
20170605,84.05273520635167
20170606,75.87140413652321
20170607,72.05639979727754
20170608,95.1196780378649
20170609,73.85642632082434
20170612,70.61231324539854
20170613,69.23356676928088
20170614,62.36705737037259
20170615,65.15199601576825
20170616,67.31904727911437
20170619,67.9451333725307
20170620,76.12538390833323
20170621,76.06973791754717
20170622,80.83535773542431
20170623,92.39957875373098
20170626,79.89649552728075
20170627,72.16289858679026
20170628,71.6098687647272
20170629,79.18232093188689
20170630,77.42603420942075
20170703,77.63141352879421
20170705,87.3392714588539
20170706,89.51291805758738
20170707,92.24207430168171
20170710,81.23285885361652
20170711,77.36500835215944
20170712,65.95286005075909
20170713,59.763212746336905
20170714,63.49412546741979
20170717,56.358469276230245
20170718,63.71232097521051
20170719,62.98501747085899
20170720,80.7725404803746
20170721,83.11440300845703
20170724,93.69904268309317
20170725,120.25253426493734
20170726,155.69918840226183
20170727,174.95953174119984
20170728,153.6491010031139
20170731,139.6951130602523
20170801,114.61883789363412
20170802,95.93563232061634
20170803,94.15613171957584
20170804,85.4870731209435
20170807,88.37482356798682
20170808,81.38415870913927
20170809,76.0113314540749
20170810,70.12932107331162
20170811,70.74158025327377
20170814,64.29719847279449
20170815,63.37258575538347
20170816,58.80472936500517
20170817,57.26381902680224
20170818,56.59528411748845
20170821,57.73259294253656
20170822,60.10971444583636
20170823,56.129306448210485
20170824,60.608545723044415
20170825,57.62074178688691
20170828,68.52862566810508
20170829,63.684466019235444
20170830,62.359464769273785
20170831,69.62024697184557
20170901,75.76715348337956
20170905,96.97570402523145
20170906,80.19924041492067
20170907,99.85274544448176
20170908,82.67523658690587
20170911,69.6187453418571
20170912,72.80489780841194
20170913,71.5636907564814
20170914,74.01672166159715
20170915,75.3603479495105
20170918,89.70485179295072
20170919,92.05296293051349
20170920,78.84965950475654
20170921,73.89191681790247
20170922,80.95271481976235
20170925,79.22182642745625
20170926,76.32503424571131
20170927,68.28093757827848
20170928,64.66718799875954
20170929,66.08148175117667
20171002,57.86109676224332
20171003,63.2853371325341
20171004,57.116084900630646
20171005,59.82181663612623
20171006,56.580322571348475
20171009,52.56154732339952
20171010,54.23068246852374
20171011,55.77851188118669
20171012,56.337810293862454
20171013,54.21986792686622
20171016,52.72600813245262
20171017,46.103068999463815
20171018,44.920566138997756
20171019,56.89951745090639
20171020,83.70938810946237
20171023,106.82644113523217
20171024,105.39594539555118
20171025,115.10923948018593
20171026,93.10066182583051
20171027,136.9395020428608
20171030,151.29874252369157
20171031,120.47034627705361
20171101,108.92904828453403
20171102,108.05325490017427
20171103,95.37808378992312
20171106,89.14969304856996
20171107,88.53706570043633
20171108,84.05903180372064
20171109,82.36246156301874
20171110,97.49113747755048
20171113,81.84334778102058
20171114,82.94022738599995
20171115,67.29370916652526
20171116,104.9560107914676
20171117,89.9337485956846
20171120,99.22048709782706
20171121,90.17571603482327
20171122,84.0770057937173
20171124,79.70334676715001
20171127,84.39789084688925
20171128,81.72339363126758
20171129,105.13834236002583
20171130,106.99611208328422
20171201,104.291199738648
20171204,117.81330225020349
20171205,98.4386652920212
20171206,84.38316239338522
20171207,81.53117853209886
20171208,93.33882697738127
20171211,80.36321696876762
20171212,89.1114725329641
20171213,98.58532109702891
20171214,87.6346048737839
20171215,74.2272112758736
