datadate,turbulence
20130102,0.0
20130103,0.0
20130104,0.0
20130107,0.0
20130108,0.0
20130109,0.0
20130110,0.0
20130111,0.0
20130114,0.0
20130115,0.0
20130116,0.0
20130117,0.0
20130118,0.0
20130122,0.0
20130123,0.0
20130124,0.0
20130125,0.0
20130128,0.0
20130129,0.0
20130130,0.0
20130131,0.0
20130201,0.0
20130204,0.0
20130205,0.0
20130206,0.0
20130207,0.0
20130208,0.0
20130211,0.0
20130212,0.0
20130213,0.0
20130214,0.0
20130215,0.0
20130219,0.0
20130220,0.0
20130221,0.0
20130222,0.0
20130225,0.0
20130226,0.0
20130227,0.0
20130228,0.0
20130301,0.0
20130304,0.0
20130305,0.0
20130306,0.0
20130307,0.0
20130308,0.0
20130311,0.0
20130312,0.0
20130313,0.0
20130314,0.0
20130315,0.0
20130318,0.0
20130319,0.0
20130320,0.0
20130321,0.0
20130322,0.0
20130325,0.0
20130326,0.0
20130327,0.0
20130328,0.0
20130401,0.0
20130402,0.0
20130403,0.0
20130404,0.0
20130405,0.0
20130408,0.0
20130409,0.0
20130410,0.0
20130411,0.0
20130412,0.0
20130415,0.0
20130416,0.0
20130417,0.0
20130418,0.0
20130419,0.0
20130422,0.0
20130423,0.0
20130424,0.0
20130425,0.0
20130426,0.0
20130429,0.0
20130430,0.0
20130501,0.0
20130502,0.0
20130503,0.0
20130506,0.0
20130507,0.0
20130508,0.0
20130509,0.0
20130510,0.0
20130513,0.0
20130514,0.0
20130515,0.0
20130516,0.0
20130517,0.0
20130520,0.0
20130521,0.0
20130522,0.0
20130523,0.0
20130524,0.0
20130528,0.0
20130529,0.0
20130530,0.0
20130531,0.0
20130603,0.0
20130604,0.0
20130605,0.0
20130606,0.0
20130607,0.0
20130610,0.0
20130611,0.0
20130612,0.0
20130613,0.0
20130614,0.0
20130617,0.0
20130618,0.0
20130619,0.0
20130620,0.0
20130621,0.0
20130624,0.0
20130625,0.0
20130626,0.0
20130627,0.0
20130628,0.0
20130701,0.0
20130702,0.0
20130703,0.0
20130705,0.0
20130708,0.0
20130709,0.0
20130710,0.0
20130711,0.0
20130712,0.0
20130715,0.0
20130716,0.0
20130717,0.0
20130718,0.0
20130719,0.0
20130722,0.0
20130723,0.0
20130724,0.0
20130725,0.0
20130726,0.0
20130729,0.0
20130730,0.0
20130731,0.0
20130801,0.0
20130802,0.0
20130805,0.0
20130806,0.0
20130807,0.0
20130808,0.0
20130809,0.0
20130812,0.0
20130813,0.0
20130814,0.0
20130815,0.0
20130816,0.0
20130819,0.0
20130820,0.0
20130821,0.0
20130822,0.0
20130823,0.0
20130826,0.0
20130827,0.0
20130828,0.0
20130829,0.0
20130830,0.0
20130903,0.0
20130904,0.0
20130905,0.0
20130906,0.0
20130909,0.0
20130910,0.0
20130911,0.0
20130912,0.0
20130913,0.0
20130916,0.0
20130917,0.0
20130918,0.0
20130919,0.0
20130920,0.0
20130923,0.0
20130924,0.0
20130925,0.0
20130926,0.0
20130927,0.0
20130930,0.0
20131001,0.0
20131002,0.0
20131003,0.0
20131004,0.0
20131007,0.0
20131008,0.0
20131009,0.0
20131010,0.0
20131011,0.0
20131014,0.0
20131015,0.0
20131016,0.0
20131017,0.0
20131018,0.0
20131021,0.0
20131022,0.0
20131023,0.0
20131024,0.0
20131025,0.0
20131028,0.0
20131029,0.0
20131030,0.0
20131031,0.0
20131101,0.0
20131104,0.0
20131105,0.0
20131106,0.0
20131107,0.0
20131108,0.0
20131111,0.0
20131112,0.0
20131113,0.0
20131114,0.0
20131115,0.0
20131118,0.0
20131119,0.0
20131120,0.0
20131121,0.0
20131122,0.0
20131125,0.0
20131126,0.0
20131127,0.0
20131129,0.0
20131202,0.0
20131203,0.0
20131204,0.0
20131205,0.0
20131206,0.0
20131209,0.0
20131210,0.0
20131211,0.0
20131212,0.0
20131213,0.0
20131216,0.0
20131217,0.0
20131218,0.0
20131219,0.0
20131220,0.0
20131223,0.0
20131224,0.0
20131226,0.0
20131227,0.0
20131230,0.0
20131231,0.0
20140102,0.0
20140103,0.0
20140106,36.52079846123639
20140107,49.5600424723481
20140108,57.027602242369596
20140109,63.83482966670108
20140110,73.11800632594931
20140113,123.47291183597503
20140114,92.90243569979401
20140115,75.06269549757585
20140116,68.30303559803838
20140117,76.1535477578181
20140121,62.853929020881374
20140122,68.03341466469436
20140123,56.41584636726837
20140124,70.99214851940823
20140127,84.08596504351823
20140128,78.76131652819993
20140129,98.36311650639146
20140130,165.76026345431978
20140131,134.04018962284889
20140203,75.23652010994954
20140204,72.52484889105112
20140205,68.74789979262275
20140206,95.06508705812983
20140207,75.16449362514219
20140210,95.32386949635216
20140211,77.26673815533388
20140212,61.66730875926304
20140213,56.00927936041259
20140214,78.08143056813444
20140218,76.93168973486905
20140219,70.26875264838006
20140220,78.52741172597484
20140221,57.86747733029887
20140224,54.63122735105976
20140225,70.60708113436141
20140226,73.36274923460155
20140227,57.2633456210205
20140228,53.598644659145215
20140303,53.35879600705432
20140304,55.74656192330905
20140305,56.00157097694875
20140306,45.11085007114228
20140307,50.99568700035951
20140310,45.70401973097522
20140311,58.67781258404041
20140312,54.22993103190764
20140313,58.20380722650849
20140314,39.28267874590833
20140317,36.88669280252991
20140318,46.63904129261254
20140319,40.91315604799622
20140320,66.15403625587652
20140321,100.50160715805416
20140324,90.72765341729156
20140325,104.94960471014389
20140326,82.93811561742015
20140327,74.56931652713816
20140328,79.30062161461949
20140331,62.47068872483082
20140401,59.47304577909044
20140402,56.49502000220663
20140403,55.650652888555406
20140404,70.48352994651181
20140407,71.16221853853929
20140408,69.97736301028138
20140409,59.306389193414745
20140410,62.16558900826441
20140411,77.30219219154625
20140414,69.09035359299199
20140415,97.87226528229104
20140416,81.9226006422144
20140417,106.707568735742
20140421,92.0074753202831
20140422,72.68040711075251
20140423,83.97098163739737
20140424,75.15462429968754
20140425,94.42760051673444
20140428,91.97098807192572
20140429,77.93836495723681
20140430,57.24704605137539
20140501,64.26941745283497
20140502,51.42070181502998
20140505,54.51480235267842
20140506,60.572917376177045
20140507,63.22831708275414
20140508,64.26994112822372
20140509,56.339996701984475
20140512,40.97447170215642
20140513,41.62127783070874
20140514,46.36996479434414
20140515,66.48457915686674
20140516,76.13449646600994
20140519,64.57110022619088
20140520,79.32358213002219
20140521,74.94208621872504
20140522,70.7175593595652
20140523,61.7176044123673
20140527,62.99950465877269
20140528,52.88853674196886
20140529,50.07110072682295
20140530,36.98325143439918
20140602,37.7849714523299
20140603,36.01047655092077
20140604,42.90766488424974
20140605,44.56968955164051
20140606,46.68993705748483
20140609,42.842404707124444
20140610,1440.7610142542048
20140611,297.0598530295071
20140612,173.7520842810889
20140613,119.70877665742023
20140616,93.82604262879163
20140617,80.81427405661464
20140618,71.55219346311839
20140619,69.44551164307498
20140620,82.65345694382148
20140623,67.06161620078461
20140624,60.20093463516096
20140625,56.23223295440093
20140626,63.22955653612395
20140627,56.65789677289623
20140630,54.47398510369669
20140701,48.54770162044346
20140702,48.106696323616305
20140703,44.98975551657835
20140707,47.4479590143429
20140708,48.390120388734296
20140709,50.00853245729999
20140710,48.08217325308571
20140711,50.67493531314219
20140714,63.097789848029606
20140715,56.3093671241119
20140716,84.88097297897724
20140717,107.8396648091316
20140718,92.80333458010753
20140721,97.86762744051575
20140722,103.0404959119071
20140723,110.32435970545919
20140724,100.81709313398227
20140725,105.34064665951855
20140728,96.08818874445181
20140729,82.59192063054618
20140730,96.11912239660477
20140731,92.20636456561209
20140801,77.46300564088347
20140804,74.39893815020265
20140805,73.2416393426634
20140806,68.45552878034756
20140807,61.05590379873161
20140808,59.18871218575956
20140811,57.80368628870066
20140812,48.02104092536561
20140813,46.92857799359006
20140814,57.49846478792798
20140815,75.28623124095702
20140818,67.99536568233812
20140819,75.76193719027037
20140820,94.46131053709934
20140821,77.67380762012634
20140822,64.13277542025808
20140825,59.57099615010017
20140826,62.83352586423158
20140827,57.06916664006208
20140828,54.35274081226753
20140829,62.54858999432409
20140902,40.903095563916644
20140903,35.035694269599766
20140904,41.52805293337912
20140905,42.58712852880569
20140908,44.943069721009515
20140909,57.3099280825749
20140910,61.68354071175286
20140911,49.08075035680979
20140912,54.07134054368612
20140915,43.65041263029582
20140916,39.233051800746125
20140917,37.25976832490228
20140918,52.4014772813359
20140919,46.80584810934255
20140922,49.98244003273353
20140923,50.09846039764814
20140924,54.92328535309096
20140925,48.16807909678543
20140926,88.38049316061402
20140929,78.22979093879846
20140930,67.0068047963093
20141001,61.21459651008976
20141002,67.5603133529463
20141003,66.6201783393651
20141006,56.24619317839304
20141007,64.39907124935341
20141008,56.587352810021315
20141009,63.55659226179483
20141010,85.76308837892728
20141013,78.61188544117493
20141014,82.83720523766931
20141015,71.51745279320886
20141016,81.53348961843025
20141017,81.6916319580993
20141020,104.08653028146342
20141021,132.96456393333338
20141022,102.38218500615865
20141023,109.57517301309863
20141024,130.71393290364745
20141027,112.72578101852058
20141028,118.14633633228296
20141029,94.67769821125593
20141030,130.2122101029147
20141031,123.82900682272808
20141103,101.00874209775843
20141104,116.05589157717134
20141105,116.87251147871405
20141106,94.90421906866143
20141107,98.2807412175693
20141110,84.71780592345993
20141111,66.09902229706667
20141112,64.35347457974676
20141113,97.37307745209588
20141114,98.66536009975961
20141117,90.13282483762976
20141118,96.29210558663793
20141119,90.12549412491848
20141120,81.06897749475989
20141121,80.06801926932458
20141124,85.02737357174384
20141125,77.04728257925555
20141126,64.39285862489803
20141128,92.43106701564295
20141201,68.41570429489495
20141202,79.2606266435545
20141203,62.83319976897417
20141204,53.123108677831965
20141205,47.30076531838256
20141208,84.35012067358791
20141209,100.93554564177893
20141210,114.36680564043911
20141211,109.51012004094096
20141212,114.58609806225279
20141215,120.06771031208237
20141216,101.86161026962431
20141217,79.10696725035885
20141218,63.90409429084936
20141219,76.7382945620423
20141222,66.02265327407615
20141223,91.56059223345692
20141224,70.69091736112293
20141226,57.48064991699098
20141229,54.77582700942015
20141230,51.97681970168969
20141231,50.884345777266425
20150102,41.445435225621985
20150105,52.76803067637805
20150106,89.83277344880011
20150107,87.75157266809475
20150108,98.9235474220257
20150109,85.0166030784126
20150112,79.38853629527728
20150113,69.85737564370321
20150114,73.25381796925683
20150115,94.5520889067808
20150116,84.13260678195311
20150120,87.35420776720102
20150121,96.07821616351083
20150122,95.32558134083851
20150123,91.41349148226337
20150126,75.91088248019281
20150127,106.01772059844832
20150128,107.43605186558723
20150129,129.32818786564476
20150130,125.76123551097237
20150202,96.00085556679575
20150203,83.91220883927751
20150204,141.07776949014564
20150205,118.48921623113031
20150206,105.63999695017216
20150209,85.52791136827098
20150210,78.22167779216724
20150211,84.0515275671249
20150212,146.0768257344962
20150213,141.8936809602015
20150217,97.08244367066283
20150218,68.75233256867102
20150219,92.2420064957906
20150220,74.87808877602566
20150223,63.43680180989365
20150224,63.186620131202474
20150225,76.45775023182688
20150226,73.72552067274776
20150227,67.42949667851619
20150302,72.4865945946097
20150303,62.65009204919423
20150304,68.86840536107916
20150305,54.250964140656706
20150306,46.52901770182615
20150309,46.664978026430546
20150310,47.87273446688863
20150311,48.84559941563796
20150312,58.06236975399271
20150313,60.440780017776476
20150316,54.06991032418859
20150317,54.90790828953531
20150318,48.33824724631222
20150319,48.30772207034853
20150320,3067.0968652693855
20150323,465.16839608403427
20150324,263.91486633251674
20150325,175.43999145253696
20150326,140.55112739652
20150327,110.22106867018059
20150330,102.12791409157593
20150331,93.33679205454244
20150401,80.03256592664971
20150402,69.93054594291635
20150406,68.02961437890539
20150407,65.29451774045963
20150408,53.79615875395522
20150409,56.372699734082275
20150410,50.55508587148717
20150413,48.413825038253506
20150414,55.287930748825666
20150415,62.065880649524104
20150416,60.36132586448463
20150417,52.19701323164077
20150420,52.59515484324878
20150421,73.33712108781685
20150422,65.64308467570302
20150423,45.69386368085471
20150424,138.23298231992237
20150427,105.4001400064125
20150428,97.81515152752556
20150429,92.23007823536554
20150430,82.77345129104023
20150501,64.94425192294457
20150504,57.07631521029447
20150505,57.736033099007955
20150506,49.14280824458884
20150507,47.05497837925863
20150508,68.90293875194655
20150511,57.09377268725018
20150512,51.71766943187451
20150513,52.3836678545385
20150514,58.22552492109146
20150515,52.601392111086184
20150518,51.14331514896004
20150519,69.86207930623951
20150520,63.81693769356076
20150521,56.78294145826305
20150522,48.96162873596111
20150526,49.558860323987005
20150527,51.283579887297165
20150528,55.99794383911629
20150529,51.545242553262696
20150601,46.18250491310212
20150602,34.8587729064308
20150603,30.8759024747771
20150604,36.98148113114388
20150605,43.70243737860544
20150608,39.05014507470034
20150609,38.2233462487725
20150610,35.091749829250666
20150611,31.89411168894589
20150612,35.19351168133544
20150615,38.69939802907396
20150616,44.93853594254252
20150617,38.869295367229974
20150618,35.05036206611699
20150619,31.482554115885215
20150622,34.630792071678236
20150623,43.21848981282907
20150624,36.60910016648781
20150625,42.78259686763403
20150626,62.229297074982185
20150629,62.74550626705292
20150630,62.096805712980085
20150701,56.71943115771898
20150702,56.750993382136215
20150706,58.05401795087343
20150707,73.6868612273725
20150708,59.65318332405907
20150709,57.01884892870655
20150710,54.23088029984497
20150713,57.174566324321304
20150714,55.57843957400787
20150715,61.40272282873616
20150716,97.13521480821035
20150717,81.82712036508372
20150720,77.63640585284861
20150721,91.49569443762982
20150722,82.53948240744526
20150723,111.83909659938615
20150724,142.3499086551862
20150727,143.89093990521764
20150728,103.1758025444421
20150729,89.20037838386949
20150730,94.04067707445876
20150731,92.51440515628795
20150803,89.51317590859092
20150804,84.732031995391
20150805,137.24455400311714
20150806,113.40368790445339
20150807,136.7870653504826
20150810,111.13310110785659
20150811,122.9925589223003
20150812,105.33656161750913
20150813,100.02315786871704
20150814,95.19727543534975
20150817,81.55316780762965
20150818,115.62953117976113
20150819,106.58544402219907
20150820,115.33749766924959
20150821,107.07524185172679
20150824,132.54820448139282
20150825,131.2568181161023
20150826,108.40624999664205
20150827,84.07699756022811
20150828,79.91353860055054
20150831,71.47144544114921
20150901,67.3790559364264
20150902,64.5928830148144
20150903,61.68652207674813
20150904,58.861171210715376
20150908,49.64947614848063
20150909,49.39380375925355
20150910,41.616789729367284
20150911,50.08913378444248
20150914,46.74014095808097
20150915,45.61104681046072
20150916,50.522923847177
20150917,51.624979742860916
20150918,67.57294010187263
20150921,85.34112139416528
20150922,79.4373327116108
20150923,87.01652974202946
20150924,109.11361313801227
20150925,188.5592465844761
20150928,158.07155849209434
20150929,129.48414258839017
20150930,130.76982612043807
20151001,99.21237978456392
20151002,99.94475650456667
20151005,84.1085681402916
20151006,92.73207886108415
20151007,86.01028312808178
20151008,97.4808228013043
20151009,83.12211145962934
20151012,72.05349834307506
20151013,62.46461008522142
20151014,114.66393610194848
20151015,106.14625817759685
20151016,128.78328776957326
20151019,110.97793643701114
20151020,87.16261232564337
20151021,95.40222462020644
20151022,154.00051764589662
20151023,154.7500968379336
20151026,144.55523696202687
20151027,127.22826671226538
20151028,117.64880360373763
20151029,102.43319740296616
20151030,106.31487907217016
20151102,103.31283232706065
20151103,95.73837944897359
20151104,102.15107970938796
20151105,86.12885641263486
20151106,135.68459387915803
20151109,128.67351804343576
20151110,101.18684712548972
20151111,103.79621778057977
20151112,98.73601693244818
20151113,116.9602731994313
20151116,97.51565947104895
20151117,76.34597591709228
20151118,72.8330055550848
20151119,75.41756748016593
20151120,56.11197968406932
20151123,61.158937244976485
20151124,55.608301665094736
20151125,54.88665367115529
20151127,54.30957809063008
20151130,52.248772942283225
20151201,49.99394107225679
20151202,43.20489018149804
20151203,46.0153244230534
20151204,53.78159762826492
20151207,54.31692429857132
20151208,56.585843520053885
20151209,54.35932167979544
20151210,56.8018536173421
20151211,65.00837247514981
20151214,58.78572005657894
20151215,79.28597533653989
20151216,70.01345399714815
20151217,60.46317092623874
20151218,47.82758121694984
20151221,53.9052402534555
20151222,53.876121689550985
20151223,60.06350966933549
20151224,52.850349155141906
20151228,1213.9901557541725
20151229,471.7717137143508
20151230,294.9396555651279
20151231,208.06503520327394
20160104,176.57773839471088
20160105,141.58586242293956
20160106,129.47268098185293
20160107,122.74984131391159
20160108,119.34603428041518
20160111,111.61592788571602
20160112,94.64673136510103
20160113,85.6025144960702
20160114,88.2683900031737
20160115,95.50785015247922
20160119,84.20084727411793
20160120,101.40760688819816
20160121,87.0758908275657
20160122,91.84710770179537
20160125,85.1774977149858
20160126,97.2117036800276
20160127,126.25903659308385
20160128,141.7557239089666
20160129,135.1042398868608
20160201,114.2401925358909
20160202,108.44976716673412
20160203,103.41966267112352
20160204,97.65047825198894
20160205,126.58953882849664
20160208,142.4535956158198
20160209,136.49321798699395
20160210,102.15222274129239
20160211,100.36904842899972
20160212,108.03799211161112
20160216,84.72765229918166
20160217,78.12583181257403
20160218,95.8503242729931
20160219,97.03745896697248
20160222,85.26088897225586
20160223,79.18103208265129
20160224,80.21859356597123
20160225,72.35431974113742
20160226,68.79423193306926
20160229,65.72927587635238
20160301,72.23497280721622
20160302,68.22081330419235
20160303,71.32737210187655
20160304,65.97307257989547
20160307,57.3316403387768
20160308,49.16169223741285
20160309,50.69779976633839
20160310,50.95610297869298
20160311,50.65519461521125
20160314,42.412037096327026
20160315,43.234152176132454
20160316,48.57380570683984
20160317,59.46089755963699
20160318,58.15725700012662
20160321,63.06550369414936
