Unnamed: 0,datadate,tic,adjcp,open,high,low,volume,macd,rsi,cci,adx,turbulence
60472,20210104,NVDA,13.11,13.1,13.65,12.96,560640000,-0.07135488975784554,45.81151832460733,8.39613368282893,0.127333333333333,81.55271105513454
60473,20210104,PG,137.82,139.66,139.86,136.35,8330900,-0.18313908817620472,45.5992509363296,5.205742067969171,0.7119999999999995,81.55271105513454
60474,20210104,SHW,241.16,245.0,245.64,238.23,1224900,0.9616937893597708,49.96441281138791,-10.73239427562192,1.873333333333334,81.55271105513454
60475,20210104,TRV,135.65,140.63,140.66,134.32,1559700,1.6762628590745408,51.5130023640662,13.670871500611756,1.4100000000000004,81.55271105513454
60476,20210104,UNH,349.5,351.45,352.08,340.38,4203800,2.15867405503883,53.04157015725954,76.8751936573475,2.7343333333333395,81.55271105513454
60477,20210104,V,54.44,55.0625,55.0625,53.56,10318300,0.624239162404109,59.42304042512807,88.43907729815123,0.4390833333333345,81.55271105513454
60478,20210104,VZ,58.85,58.96,59.15,58.44,19129800,-0.4195514813000827,42.522889114954225,-67.18606109570085,0.3276666666666671,81.55271105513454
60479,20210104,WMT,48.84,48.1,48.96,48.09,32182200,-0.2637592642846585,45.23281596452329,-33.38173490469555,0.30066666666666697,81.55271105513454
60480,20210105,AAPL,4.678928571428571,4.6032142857142855,4.705,4.586785714285715,97664900,0.09997398095638754,61.81470869149926,56.969520349608345,0.062321428571428535,84.27849549163805
60481,20210105,AMGN,227.76,226.94,228.9,224.35,2494000,-0.4079960333353938,52.61908798101373,19.98071235349526,1.9663333333333308,84.27849549163805
60482,20210105,AMZN,160.93,158.3,161.17,158.25,53110000,1.0255589413981738,55.728461885430775,21.98039346364042,1.478000000000002,84.27849549163805
60483,20210105,AXP,118.67,118.26,119.28,117.1,2112700,0.866981622661342,55.31814980042263,-9.496545653160403,1.4196666666666664,84.27849549163805
60484,20210105,BA,211.63,204.74,213.35,204.6,19338300,0.8217045651731496,52.423158237111686,-31.16137275519664,4.0993333333333375,84.27849549163805
60485,20210105,CAT,183.64,181.21,185.8,181.21,2933700,2.225841261648526,60.346820809248534,61.1872569280334,1.7299999999999982,84.27849549163805
60486,20210105,CRM,55.38,54.8725,55.75,54.4975,8657200,-1.1312522261517586,27.687532333160892,-45.86005105223687,0.8054166666666664,84.27849549163805
60487,20210105,CSCO,43.98,43.68,44.07,43.38,17763700,0.5511176642006674,65.66332218506129,-4.040319075858084,0.2989999999999997,84.27849549163805
60488,20210105,CVX,87.0,85.49,89.22,85.32,13414800,-0.21826281318945465,51.33881509593084,-14.491751489097078,1.5810000000000015,84.27849549163805
60489,20210105,DIS,178.44,176.2,180.34,176.2,7771800,8.155177796728509,73.18181818181817,53.88829651225889,2.6399999999999992,84.27849549163805
60490,20210105,GS,270.93,263.88,273.5,262.57,4207100,9.906046752271124,72.16061185468452,81.03048360813256,3.4866666666666633,84.27849549163805
60491,20210105,HD,266.05,262.66,266.53,262.26,3822600,-1.5888417751956467,45.55717407137657,-57.069629749786465,1.8306666666666735,84.27849549163805
60492,20210105,HON,187.31826372138698,185.98354482272075,188.87225786769127,185.98354482272075,2304598,1.8684710908083275,55.04570042902446,-6.519815412067481,1.7036733370832533,84.27849549163805
60493,20210105,IBM,120.59,119.51,121.11,119.13,6395872,0.8329404020059599,61.975377728035795,22.829330222228155,1.1913333333333331,84.27849549163805
60494,20210105,JNJ,158.34,156.25,158.76,155.07,9602300,2.3689139086327766,64.40329218107,115.0639370652725,1.295999999999999,84.27849549163805
60495,20210105,JPM,125.65,124.99,126.3,123.77,13731200,2.669350276607517,61.36005404188246,32.600019575504554,1.4803333333333355,84.27849549163805
60496,20210105,KO,52.18,52.33,52.62,52.03,20323800,0.26763886324923897,46.73539518900343,-55.05117840842499,0.4849999999999999,84.27849549163805
60497,20210105,MCD,211.48,210.18,211.95,209.62,2576100,-0.6741851413893016,46.222684703433906,-48.77662587614979,1.6016666666666717,84.27849549163805
60498,20210105,MMM,143.46,143.82,144.86,142.68,2745179,0.33695183643834525,49.95115597525236,-41.58650832147146,1.0236666666666616,84.27849549163805
60499,20210105,MRK,77.39,76.98,77.67,76.25,10956526,0.05114889897774333,52.42857142857145,-7.051937075017839,0.4666666666666667,84.27849549163805
60500,20210105,MSFT,217.9,217.26,218.52,215.7,23823000,1.6979641633680842,55.35784122017993,11.491892257868583,1.7046666666666623,84.27849549163805
60501,20210105,NKE,70.615,69.3,70.83,69.3,4163100,1.015855245833265,63.075196408529756,23.823176669768692,0.5939999999999998,84.27849549163805
60502,20210105,NVDA,13.4,13.1,13.44,13.09,322760000,-0.04334365090341308,49.512195121951244,35.081892346333824,0.13666666666666635,84.27849549163805
60503,20210105,PG,138.7,137.99,138.92,136.27,6856400,-0.10640843234679664,48.11961939284093,5.4207583864869715,0.7356666666666665,84.27849549163805
60504,20210105,SHW,239.95,240.16,242.69,239.23,1171800,0.6751627076561988,47.34290843806103,-31.973093556055694,1.8566666666666671,84.27849549163805
60505,20210105,TRV,134.53,135.72,136.45,133.12,937700,1.293616558907388,50.76887232059646,-22.618970450695013,1.4306666666666672,84.27849549163805
60506,20210105,UNH,344.8,348.69,351.36,344.48,3160500,2.043643840456696,54.9229992426155,67.32807293195437,2.6406666666666734,84.27849549163805
60507,20210105,V,53.6275,54.0775,54.615,53.41,6869700,0.6049250765560217,56.23204022988504,62.64445728509346,0.464000000000001,84.27849549163805
60508,20210105,VZ,58.58,58.86,59.09,58.46,16220000,-0.4353660060280333,41.84184184184185,-70.17006889476518,0.3330000000000005,84.27849549163805
60509,20210105,WMT,48.58,48.87,49.02,48.16,26498100,-0.2313793352140365,37.12212817412335,-33.85238613419545,0.2756666666666672,84.27849549163805
60510,20210106,AAPL,4.521428571428571,4.561428571428571,4.680357142857143,4.513571428571429,155088000,0.08086514008584889,58.34835917778557,26.452505201006588,0.06602380952380947,116.76962353861192
60511,20210106,AMGN,233.25,225.0,233.53,225.0,3754800,0.13449005642411296,58.00254048904415,104.88557124977508,2.0993333333333317,116.76962353861192
60512,20210106,AMZN,156.92,157.32,159.88,156.56,87896000,0.6048416729606458,52.05392879713502,-48.61633725459236,1.5823333333333358,116.76962353861192
60513,20210106,AXP,123.06,121.0,124.73,120.81,5861500,1.159789160301429,61.53676794363717,32.1169877606467,1.5139999999999996,116.76962353861192
60514,20210106,BA,211.03,210.22,215.61,209.34,16202200,0.3951489508656607,54.85407980941032,-27.124860085418156,3.9176666666666713,116.76962353861192
60515,20210106,CAT,193.86,187.15,197.28,186.15,8034700,3.1482629995078923,67.59967453213994,146.47008472936622,2.0483333333333316,116.76962353861192
60516,20210106,CRM,54.0375,54.5,55.115,53.945,9789800,-1.203268802085084,28.047374489047254,-54.46434282719397,0.7950833333333336,116.76962353861192
60517,20210106,CSCO,44.4,44.13,44.87,43.89,21823100,0.5098902798508362,68.66158868335148,7.932494785411059,0.306333333333333,116.76962353861192
60518,20210106,CVX,89.8,89.0,90.78,87.82,13916800,0.09431109080134092,53.99641219852501,6.817581325824013,1.6723333333333348,116.76962353861192
60519,20210106,DIS,179.12,178.32,181.61,177.28,7517800,7.861629542838358,74.01236905212673,52.65073964216109,2.640999999999999,116.76962353861192
60520,20210106,GS,285.55,276.29,288.38,273.1,6383500,11.380910192854486,76.35593220338984,115.03179240572851,3.9333333333333296,116.76962353861192
60521,20210106,HD,267.57,264.06,269.77,261.87,3949200,-1.4416221086299856,47.97541576283442,-35.52982179807411,1.8440000000000063,116.76962353861192
60522,20210106,HON,190.7313306194049,188.20489841835808,192.27579105929013,188.00469058355816,2915522,1.9030427304216744,58.55600778623257,12.444409406462247,1.7958324991340169,116.76962353861192
60523,20210106,IBM,123.6,121.32,126.08,121.15,8322708,1.1168835867058815,65.3167185877466,66.93211615033523,1.2839999999999994,116.76962353861192
60524,20210106,JNJ,159.83,157.24,160.23,156.72,8230100,2.603654896069429,67.01187168476889,127.75789025455116,1.3196666666666668,116.76962353861192
60525,20210106,JPM,131.55,129.88,132.77,127.88,24909100,3.0487953675831387,67.21411192214113,79.60237148753573,1.644000000000002,116.76962353861192
60526,20210106,KO,50.52,51.97,52.02,50.19,38724500,0.017801344169733113,43.17460317460318,-136.88383521502374,0.5249999999999998,116.76962353861192
60527,20210106,MCD,211.0,211.3,211.71,209.03,3083400,-0.7219858930109808,46.748053041464956,-58.92897856816658,1.583666666666671,116.76962353861192
60528,20210106,MMM,145.64,144.41,146.8,143.85,4002294,0.3459540662337588,51.697045883092386,-2.5654576792373613,1.060666666666661,116.76962353861192
60529,20210106,MRK,78.61,76.89,78.95,76.63,10521396,0.16760527180503004,56.06860158311346,44.779744088718616,0.5053333333333332,116.76962353861192
60530,20210106,MSFT,212.25,212.17,216.49,211.94,35930700,0.944287335627564,51.69831994156321,-67.49577982230569,1.8253333333333293,116.76962353861192
60531,20210106,NKE,71.175,70.625,71.785,69.765,6072900,1.0039415621229608,63.126926309890756,36.04554443014432,0.5948333333333333,116.76962353861192
60532,20210106,NVDA,12.61,13.22,13.24,12.59,580424000,-0.0839235218761143,44.7136563876652,-142.584004556181,0.15133333333333307,116.76962353861192
60533,20210106,PG,140.16,138.77,141.04,138.6,10578000,0.0713880465206671,51.845493562231724,75.867250343095,0.7766666666666671,116.76962353861192
60534,20210106,SHW,240.78,238.33,242.0,237.85,1648800,0.5091892082285199,49.42758495366164,-41.478588840236114,1.8343333333333345,116.76962353861192
60535,20210106,TRV,139.1,136.13,139.14,135.46,1278900,1.3436387846008415,54.86007263405254,30.400799647493447,1.5603333333333331,116.76962353861192
60536,20210106,UNH,359.27,337.11,359.49,335.11,6561400,3.084533058770376,63.4423897581792,109.47771365752544,3.0463333333333384,116.76962353861192
60537,20210106,V,53.155,53.45,54.0425,53.0175,7206200,0.5452069172556051,58.11061618411284,35.71257464779464,0.4490000000000009,116.76962353861192
60538,20210106,VZ,59.29,58.81,59.54,58.54,22678500,-0.3861566905752412,46.438746438746435,-47.988664004773966,0.3510000000000005,116.76962353861192
60539,20210106,WMT,48.89,48.36,49.37,48.34,21918900,-0.17864429864629727,42.51572327044028,-15.654375158213634,0.26500000000000057,116.76962353861192
60540,20210107,AAPL,4.675714285714285,4.5842857142857145,4.701071428571429,4.566428571428571,109578200,0.07727997826322408,65.16255107479103,43.789535239863866,0.06701190476190468,108.2891657345491
60541,20210107,AMGN,234.02,231.86,235.37,231.47,2647800,0.6194066218319563,59.39490445859873,174.03246261714497,2.0933333333333315,108.2891657345491
60542,20210107,AMZN,158.11,157.85,160.43,157.75,70290000,0.3632558737807017,53.281217856408155,-24.52749776034371,1.6203333333333367,108.2891657345491
60543,20210107,AXP,121.66,124.1,125.69,117.35,8696600,1.2642988930929422,56.43038559224196,17.91738463175754,1.4436666666666662,108.2891657345491
60544,20210107,BA,212.71,213.39,216.6,211.78,14474100,0.1904669288200296,50.54986020503258,-23.7826874829078,3.5766666666666715,108.2891657345491
60545,20210107,CAT,194.23,196.85,197.37,192.2,5297500,3.8645961217679603,66.40796355660535,156.66009710138255,1.975666666666664,108.2891657345491
60546,20210107,CRM,54.495,54.2575,55.165,54.125,8443100,-1.209483853860938,29.52292441140023,-43.694818958883026,0.8069999999999998,108.2891657345491
60547,20210107,CSCO,44.96,44.2,45.11,44.17,18218800,0.5164512718291547,68.2819383259912,14.815929114789808,0.3026666666666664,108.2891657345491
60548,20210107,CVX,90.22,90.39,90.82,89.31,9286600,0.3716346783633355,49.10694597574421,14.213911094562588,1.5116666666666685,108.2891657345491
60549,20210107,DIS,178.58,179.5,179.95,177.58,7300800,7.498973451695519,71.77397809243924,46.39631383072993,2.4953333333333325,108.2891657345491
60550,20210107,GS,291.65,287.77,295.89,286.68,4009700,12.893342686840269,76.4795144157815,132.51744378268472,3.9539999999999935,108.2891657345491
60551,20210107,HD,266.26,266.95,268.78,266.17,3833200,-1.41435174754713,45.33066860465119,-24.04270708988898,1.834666666666674,108.2891657345491
60552,20210107,HON,191.04594293123336,191.29381929812854,192.3043921785473,189.41567913357682,2182795,1.933538954647304,56.95644183054586,15.917515561064675,1.7290965542007044,108.2891657345491
60553,20210107,IBM,123.32,124.32,124.72,122.62,4714740,1.3042819953829508,61.888795753003606,60.545758232659324,1.1929999999999992,108.2891657345491
60554,20210107,JNJ,160.37,159.0,161.03,158.35,7747200,2.8009744173253064,71.9181721572795,127.26740759272393,1.2546666666666662,108.2891657345491
60555,20210107,JPM,135.87,135.69,138.19,134.92,21940400,3.6559526853836095,67.87842669845054,125.06960084435171,1.6780000000000015,108.2891657345491
60556,20210107,KO,49.96,50.09,50.26,49.52,53225700,-0.22281553082611796,41.6564417177914,-186.266819728864,0.5433333333333332,108.2891657345491
60557,20210107,MCD,211.98,213.22,213.22,210.56,3142000,-0.6730322266973587,44.49319877139097,-21.40527327211736,1.5193333333333376,108.2891657345491
60558,20210107,MMM,141.91,143.44,145.03,138.93,7012626,0.05151474124457423,44.65372355838886,-84.840804257017,1.150333333333328,108.2891657345491
60559,20210107,MRK,80.17,78.77,80.51,78.31,10447931,0.3813804326035637,60.78549848942601,124.31883812815359,0.5516666666666665,108.2891657345491
60560,20210107,MSFT,218.29,214.04,219.34,213.71,27694500,0.8248620451115016,56.75809649702578,-0.06108154268486352,2.01733333333333,108.2891657345491
60561,20210107,NKE,72.475,71.6,72.82,71.5,5256900,1.0868702536647703,64.56650511577816,63.98034719947526,0.6189999999999998,108.2891657345491
60562,20210107,NVDA,13.34,12.97,13.38,12.89,461480000,-0.056526856434484074,51.91570881226053,-0.08575042339464789,0.17399999999999974,108.2891657345491
60563,20210107,PG,138.85,139.75,140.13,138.04,7355400,0.1053723186074933,50.18695471541338,43.40134207202616,0.8023333333333331,108.2891657345491
60564,20210107,SHW,245.04,241.57,246.67,241.33,1507200,0.7131793245375491,50.294695481335935,52.62094923346032,1.8663333333333336,108.2891657345491
60565,20210107,TRV,139.07,139.52,139.72,137.72,1258100,1.3651247017726575,54.74764756201883,47.2195937998283,1.5586666666666673,108.2891657345491
60566,20210107,UNH,365.03,358.54,366.45,357.92,3366700,4.324380360198234,65.48197127802456,212.94562017767674,3.2263333333333377,108.2891657345491
60567,20210107,V,53.4525,53.05,53.805,53.05,10967900,0.5159381950999418,55.562118527269135,35.53288824829373,0.4232500000000009,108.2891657345491
60568,20210107,VZ,58.53,58.27,58.76,58.08,19079900,-0.4038285181769084,42.34234234234237,-79.26916578367127,0.3700000000000005,108.2891657345491
60569,20210107,WMT,48.88,49.21,49.25,48.68,20538000,-0.13608956288927487,40.750323415265214,-9.3199555651773,0.25766666666666704,108.2891657345491
60570,20210108,AAPL,4.7160714285714285,4.729642857142856,4.736785714285714,4.651071428571427,105158200,0.07680978050175646,65.04456327985717,53.05803523644354,0.06678571428571421,98.03475010622661
60571,20210108,AMGN,238.49,235.53,238.86,235.1,2511100,1.3488494394952966,63.76125782323309,252.89200008325022,2.183666666666665,98.03475010622661
60572,20210108,AMZN,159.13,159.0,159.53,157.11,70754000,0.2512071037817805,53.31963001027747,-34.119329615362766,1.6216666666666688,98.03475010622661
60573,20210108,AXP,121.78,122.07,122.2,119.52,2934500,1.3413444228516198,51.77613084589829,14.198997063892115,1.3043333333333331,98.03475010622661
60574,20210108,BA,209.9,213.61,214.1,208.16,14144000,-0.19622658621651112,45.83616093068344,-33.143959235593805,3.4383333333333383,98.03475010622661
60575,20210108,CAT,194.26,193.85,195.26,191.32,3186600,4.384177956908872,65.18013291360613,138.17402580474266,1.9059999999999973,98.03475010622661
60576,20210108,CRM,55.51,55.0,55.58,54.805,7301700,-1.1196012436698195,30.14329580348003,-24.90874660655345,0.8141666666666666,98.03475010622661
60577,20210108,CSCO,45.06,44.48,45.41,44.25,20936300,0.5236833735576951,64.92082825822172,17.494943370340668,0.27366666666666645,98.03475010622661
60578,20210108,CVX,91.08,92.08,92.43,90.45,11152100,0.6532798289790236,44.54589139836616,31.130140569264693,1.3873333333333349,98.03475010622661
60579,20210108,DIS,178.69,178.81,180.02,176.6,7894500,7.138157728416133,69.57961416642672,42.57124980582171,2.315333333333331,98.03475010622661
60580,20210108,GS,290.08,292.0,292.28,285.06,2800800,13.806122074585971,73.57424677187947,117.66781997445273,3.7173333333333285,98.03475010622661
60581,20210108,HD,269.09,267.35,270.73,267.0,3757700,-1.1511131256440876,46.22944960686202,8.678003291282161,1.8653333333333395,98.03475010622661
60582,20210108,HON,188.7197185649865,191.21754964677615,191.76097091266172,186.60323573995862,3478913,1.7498296201417247,51.870463428252364,0.6642970722205245,1.7074868196508703,98.03475010622661
60583,20210108,IBM,122.88,122.92,123.63,121.4,4891305,1.4011407828606224,56.12340292926144,45.582976185274404,1.069666666666666,98.03475010622661
60584,20210108,JNJ,160.04,160.51,161.1,159.88,8228900,2.897324761131728,71.29312615222544,118.52129596914352,1.2656666666666667,98.03475010622661
60585,20210108,JPM,136.02,135.97,136.35,134.12,12035100,4.10194827414027,64.0985790408526,114.89058077594623,1.5013333333333354,98.03475010622661
60586,20210108,KO,51.08,50.03,51.13,49.84,29674000,-0.3194490878077545,43.66113744075829,-134.56047197640072,0.5626666666666665,98.03475010622661
60587,20210108,MCD,215.87,212.9,216.12,212.23,2639100,-0.31669494138955656,45.89392643284861,56.3053945339845,1.558666666666671,98.03475010622661
60588,20210108,MMM,139.31,141.45,141.76,137.63,5750488,-0.38716580957307656,37.37373737373734,-139.79957110551376,1.1549999999999943,98.03475010622661
60589,20210108,MRK,79.23,80.51,80.51,78.77,9563105,0.4695361234559243,57.949308755760384,106.46611805462769,0.5786666666666667,98.03475010622661
60590,20210108,MSFT,219.62,218.68,220.58,217.03,22956200,0.8279919508882188,54.95697074010327,36.584423159359716,1.936666666666664,98.03475010622661
60591,20210108,NKE,73.175,72.775,73.41,72.45,3950500,1.195297345286832,65.3410587305768,77.20250270410355,0.6328333333333334,98.03475010622661
60592,20210108,NVDA,13.28,13.36,13.42,13.04,292528000,-0.039204376599197836,53.13725490196078,14.578608784188852,0.16999999999999976,98.03475010622661
60593,20210108,PG,138.79,138.47,139.06,137.0,7448500,0.12601102387657193,51.01351351351348,17.872925043709856,0.7893333333333336,98.03475010622661
60594,20210108,SHW,242.92,244.5,244.83,240.4,1203600,0.6957564319074551,48.11157311157311,19.05107286761313,1.9240000000000008,98.03475010622661
60595,20210108,TRV,139.65,139.21,139.77,137.9,995100,1.4126692271719319,53.576129881527,53.90195027585514,1.5193333333333348,98.03475010622661
60596,20210108,UNH,363.39,367.0,367.49,358.76,2947800,5.115663797383036,64.04390644234712,187.83707645566682,3.249333333333338,98.03475010622661
60597,20210108,V,53.8625,53.5425,54.03,53.1875,6513000,0.519833775233252,55.66686309173046,49.55101272586139,0.4242500000000007,98.03475010622661
60598,20210108,VZ,57.8,58.23,58.36,57.37,28411600,-0.471305550991012,37.565674255691775,-105.51216068500723,0.3806666666666672,98.03475010622661
60599,20210108,WMT,48.88,48.96,49.0,48.6,24478200,-0.10119807974187013,39.65744400527011,-13.745111139470007,0.25300000000000034,98.03475010622661
60600,20210111,AAPL,4.606428571428571,4.6139285714285725,4.648928571428572,4.589285714285714,100384500,0.0668196280618405,61.10444177671045,22.23272523260275,0.06941666666666663,98.01227676323002
60601,20210111,AMGN,237.57,240.0,240.35,234.43,2600500,1.8315884055905367,63.0205190102595,233.26688791000717,2.2093333333333325,98.01227676323002
60602,20210111,AMZN,155.71,157.4,157.82,155.5,73668000,-0.11226366591856164,46.36699507389165,-99.59221517302977,1.624000000000002,98.01227676323002
60603,20210111,AXP,121.06,120.42,121.41,119.39,3311000,1.3289858558779315,50.605143721633894,8.436041439587513,1.3219999999999998,98.01227676323002
60604,20210111,BA,206.79,203.03,207.78,201.01,16770300,-0.7450465585532413,44.86619851964314,-50.532630930702936,3.5126666666666724,98.01227676323002
60605,20210111,CAT,193.86,191.56,195.46,190.31,2540800,4.709386768407711,67.38383655758454,124.59257344630478,1.843666666666663,98.01227676323002
60606,20210111,CRM,54.5625,54.9075,55.145,54.0575,7199000,-1.112005452281679,33.668686406768025,-32.311165841481674,0.7289166666666667,98.01227676323002
60607,20210111,CSCO,45.36,45.15,45.95,45.02,25058200,0.5473132723643062,67.02380952380955,30.574042603017865,0.2799999999999997,98.01227676323002
60608,20210111,CVX,91.6,89.12,92.1,88.57,10635000,0.9079786811254422,49.30160372478013,27.49991965978552,1.288666666666668,98.01227676323002
60609,20210111,DIS,179.09,177.75,181.26,177.35,6461300,6.80602965201868,72.23539875481768,42.17219515459146,2.2486666666666646,98.01227676323002
60610,20210111,GS,293.83,286.8,295.0,284.2,2649700,14.6630731951891,75.05904995188523,115.41288213539984,3.810333333333328,98.01227676323002
60611,20210111,HD,271.23,267.47,273.37,267.26,3764400,-0.7610416910973754,47.6240208877285,38.40469380380886,1.9150000000000085,98.01227676323002
60612,20210111,HON,187.22292665719647,187.0036514095585,188.3574377210628,186.74624133624428,3118173,1.4665545235954769,50.58076225045372,-14.028555194215697,1.7510240789645066,98.01227676323002
60613,20210111,IBM,122.93,122.32,123.98,122.05,5859587,1.4650484849258874,56.56122768556217,49.84684471922842,1.064333333333333,98.01227676323002
60614,20210111,JNJ,159.37,160.56,161.32,158.77,7066200,2.8863476827905283,70.40312093628089,98.76147580258706,1.2816666666666665,98.01227676323002
60615,20210111,JPM,138.05,134.58,138.2,134.11,15937900,4.566566490127485,67.4967234600262,123.03651731725792,1.5260000000000025,98.01227676323002
60616,20210111,KO,50.2,50.62,50.86,49.95,19304400,-0.4617181243283213,42.18660560961649,-147.59115963536127,0.582333333333333,98.01227676323002
60617,20210111,MCD,214.23,215.09,216.12,213.12,2545400,-0.16473045926647956,44.68040807828441,52.60587845997442,1.6010000000000049,98.01227676323002
60618,20210111,MMM,138.13,138.88,139.75,137.96,3272974,-0.8205803059735501,36.089385474860286,-157.97867024741427,1.1933333333333276,98.01227676323002
60619,20210111,MRK,81.11,79.68,81.68,79.44,13488179,0.6832246433720996,62.317327766179545,153.47395726671095,0.6386666666666666,98.01227676323002
60620,20210111,MSFT,217.49,218.47,218.91,216.73,23031300,0.6510938206462242,53.00564596479576,5.081504566202329,2.0073333333333303,98.01227676323002
60621,20210111,NKE,73.525,73.0,73.55,72.4,4252000,1.2945459515971294,65.2127940787735,76.11201860263112,0.6305000000000002,98.01227676323002
60622,20210111,NVDA,13.62,13.42,13.96,13.36,518344000,0.00193664750650413,53.771760154738885,167.4767516701054,0.1723333333333331,98.01227676323002
60623,20210111,PG,137.85,138.75,139.44,137.6,7239900,0.06575917160731137,48.2886597938144,19.635250118331708,0.8083333333333333,98.01227676323002
60624,20210111,SHW,244.98,241.9,246.2,239.71,781800,0.8385076535572864,51.05254150265273,48.90396711081998,1.947666666666668,98.01227676323002
60625,20210111,TRV,137.43,138.68,139.35,137.22,1017200,1.2567263997534326,51.48640101201771,32.176938298082106,1.5810000000000022,98.01227676323002
60626,20210111,UNH,360.75,362.62,364.29,359.19,2695100,5.466718754751356,64.1623843782117,149.89643387994434,3.2433333333333376,98.01227676323002
60627,20210111,V,53.2225,53.49,53.715,53.12,7353100,0.4659077052495704,51.913509376195904,31.28455274130673,0.4355000000000009,98.01227676323002
60628,20210111,VZ,57.46,57.75,58.05,57.29,15688000,-0.5459236758340751,37.2072853425846,-111.48293926411749,0.3843333333333336,98.01227676323002
60629,20210111,WMT,49.1,48.67,49.33,48.67,26264400,-0.05515833562647998,40.1307189542484,4.022056960371337,0.25500000000000045,98.01227676323002
60630,20210112,AAPL,4.6000000000000005,4.589285714285714,4.631785714285714,4.530714285714286,91951100,0.05771828779624499,60.538581046089895,9.944954710945757,0.06896428571428566,99.09899823748613
60631,20210112,AMGN,236.59,237.12,238.78,235.35,1771500,2.1107532547467542,59.384958572339066,199.16949266273136,2.0919999999999987,99.09899823748613
60632,20210112,AMZN,156.04,156.0,157.11,154.3,70292000,-0.369430067639172,46.15701627859055,-108.60598521669162,1.6176666666666677,99.09899823748613
60633,20210112,AXP,121.62,122.0,122.32,120.72,2671300,1.3488304446492094,51.28077592638647,21.07527417418089,1.3403333333333332,99.09899823748613
60634,20210112,BA,208.41,206.65,209.06,204.81,12836200,-1.0373123880642936,46.17999811124747,-44.2980692971046,3.529666666666672,99.09899823748613
60635,20210112,CAT,197.54,194.68,198.0,193.31,2466100,5.204073025070271,69.18346429791596,142.57505617598082,1.9513333333333285,99.09899823748613
