account_value
1000429.4546714757
1001009.4376138949
1001900.7701613528
1003114.0097833637
1005160.418540491
1006468.4405688725
1006080.6714525479
1005251.9765691913
1005003.9789294875
1004984.2681243534
1007500.2520529453
1006854.6745485878
1003469.0844401363
1003102.9121433957
1005806.5271677837
1006906.6164544215
1005950.9366268157
1008620.1753521834
1004667.6166523458
1008265.4329191057
1007943.2856835893
1004703.5105558787
999876.5510805442
1011805.7932082048
1009509.691875628
1006483.5423343522
1003501.9579420469
1001929.2992876866
996835.2854438226
988640.7412592157
985506.9686478782
982789.4857317943
985563.9330702351
979369.3809031037
987147.11118006
987543.0921492637
1007193.785168769
988698.0924281795
989169.0359126697
989322.3377565001
989407.821605682
993197.1055557084
1000931.9658310411
1000829.8285307605
995374.1882052568
1003976.1645809482
1007117.6437428029
1014714.2665699802
1019474.4793430452
1028904.1823782946
1039620.4238023595
1035650.193938489
1047524.6928593842
1045238.4911994636
1036172.4524285034
1031286.9135436445
1027782.1223825372
1018704.1479040849
1022591.3128699698
1020398.3611858711
1010156.4520221468
1020543.8173718457
1000000.0
999285.4692927685
999527.519364067
998600.4438796828
997864.3472860415
997522.1652847908
1001696.9073496815
1002272.2654088661
1003612.1764981236
1001965.2554786648
1004787.1710524305
1006605.0039046681
1008021.4897475097
1007607.6760735922
1009996.7878241574
1012129.3626683083
1013383.9247347605
1016155.2145522241
1015127.1642722776
1016743.7029112465
1015637.9099697622
1015264.2717299496
1019559.6954734396
1019220.7233464133
1021296.0887335653
1021471.4841067196
1013828.4674107197
1021647.0236884609
1019947.4406254431
1019174.8468107393
1025122.9355724524
1026720.0275013808
1029389.552000866
1030241.4667099905
1027727.0622789402
1021913.7482463423
1025769.2264571409
1031201.8091357711
1028361.432293951
1034432.0352425345
1032370.8193101751
1031111.61469557
1029608.9927376314
1022997.3493450508
1020887.4563916088
1022197.6754894592
1035299.8753400709
1031702.7990295446
1029176.5426051281
1017579.3908118008
1010291.0933008419
1012236.2170341099
1019915.4013989756
1021043.6984049653
1035429.0100161409
1036223.7900850414
1037933.4200815537
1041659.5134974609
1046976.4046817487
1055222.1613576997
1052518.4052467446
1059601.8025790507
1062511.1827064105
1000000.0
999789.8899991384
999336.2340881198
1000103.595112785
998792.5572598579
998564.9639659247
998886.393489758
996618.962536591
998503.5872893531
1000056.7387992971
999631.3370419254
998554.4751426852
996685.1815583075
996707.0283401491
993849.9481872004
988710.0746025753
987841.3716834134
990283.7496724289
986053.8887788791
991658.7256310687
991160.6716879541
990302.1017359095
990534.7091582951
990366.8656264897
991834.2099262367
992772.0720670564
993435.468516058
994691.2526354013
994614.4410007236
995343.6465031744
996911.7076756981
995941.1944265309
995361.4833012623
997451.6432923839
996796.6550250475
995754.7279893358
995254.3234422605
995460.0236883266
998247.2176940022
999442.3501282563
995364.5487700094
1001681.6666662497
1000661.2646233467
1001893.4190616147
1000330.3321584743
999223.0160623381
998127.1424362024
997470.668691515
990505.3898393632
989699.2916269789
995368.2535179001
1002655.0790315054
997269.2608330175
1001598.089371254
1000321.3003329138
998453.4615314981
1002181.9027021895
998078.1212012719
998519.426526807
1001898.51608439
1010173.8305016261
1012391.6517536967
1014915.5406856466
1000000.0
998953.6671745053
997492.9087468074
997708.2256571013
999719.1198054324
995256.1539918996
992712.125031022
994894.3066916908
996922.266951206
1001400.6503005126
1002161.3137063879
1003884.1675872654
1006294.6586725584
1003158.5137545178
1004868.9114987144
1001260.2882512506
1003265.6721823548
1007863.8136086506
1010009.8038554837
1012753.974118731
1011934.7759663106
1013736.2601498791
1005368.0984380513
1013515.5167943474
1012641.190226747
1016413.3477435855
1024644.6697448425
1024711.9887885514
1020513.3997708269
1013939.7450282122
1017409.8574537147
1018967.5796077511
1011145.6338110683
1017339.0699451683
1018989.4313768261
1022514.7772936004
1029390.2588944208
1026957.5870459145
1032369.3150004414
1032759.7971013297
1034304.6304667998
1033383.1331202332
1035583.0840319999
1042358.4034715411
1046281.6587392662
1047873.6583275138
1017684.6664887146
1016666.994315541
1016666.994315541
1016666.994315541
1016665.7500762546
1016691.0406941217
1017402.1055720239
1017713.2963291011
1019422.9126246283
1017829.3713605723
1015411.3806401405
1017007.7747808236
1016362.3932971802
1016134.7222796085
1015177.517188614
1020951.1401199212
1021422.8689541789
1000000.0
999452.2474958654
998483.1593914536
999754.3031383317
998200.065173516
998332.9877777726
999466.9423628275
996390.4562275654
